wave flux
5278.924 50774.77
5278.974 50480.535
5279.024 50613.906
5279.074 50549.324
5279.124 50175.33
5279.174 50336.195
5279.224 50563.234
5279.274 50984.418
5279.324 51103.883
5279.374 50221.64
5279.424 50020.086
5279.474 50635.21
5279.524 51077.863
5279.574 51205.57
5279.624 51231.223
5279.6741 50806.92
5279.7241 50699.82
5279.7741 51056.74
5279.8241 50808.727
5279.8741 50440.066
5279.9241 50523.42
5279.9741 50779.844
5280.0241 50893.8
5280.0741 50651.63
5280.1241 50949.816
5280.1741 50944.047
5280.2241 50674.91
5280.2741 50465.805
5280.3241 50650.875
5280.3741 50688.504
5280.4241 50708.188
5280.4741 51072.664
5280.5241 50541.168
5280.5741 50052.46
5280.6241 50913.85
5280.6741 50822.39
5280.7241 50628.86
5280.7741 50960.832
5280.8241 51109.484
5280.8741 50329.656
5280.9241 50273.81
5280.9741 50416.76
5281.0241 50431.945
5281.0741 50423.125
5281.1241 50209.16
5281.1741 50348.438
5281.2241 50349.855
5281.2742 50972.156
5281.3242 50687.105
5281.3742 50428.617
5281.4242 50656.555
5281.4742 51096.043
5281.5242 50539.516
5281.5742 50542.004
5281.6242 50892.516
5281.6742 49880.812
5281.7242 49809.484
5281.7742 50261.062
5281.8242 50422.87
5281.8742 49954.86
5281.9242 51015.207
5281.9742 50963.71
5282.0242 50752.473
5282.0742 50049.957
5282.1242 49674.492
5282.1742 48680.47
5282.2242 47653.406
5282.2742 47229.094
5282.3242 47178.816
5282.3742 48008.938
5282.4242 49435.01
5282.4742 50125.555
5282.5242 50342.5
5282.5742 50658.57
5282.6242 50455.094
5282.6742 50080.11
5282.7242 50036.066
5282.7742 50430.723
5282.8242 50671.117
5282.8742 50702.367
5282.9243 50545.664
5282.9743 50759.688
5283.0243 50576.68
5283.0743 50010.383
5283.1243 50557.383
5283.1743 50390.82
5283.2243 50358.133
5283.2743 50420.332
5283.3243 50653.625
5283.3743 50298.918
5283.4243 50156.758
5283.4743 50863.06
5283.5243 50861.633
5283.5743 50470.805
5283.6243 50862.45
5283.6743 50890.664
5283.7243 50525.203
5283.7743 50286.383
5283.8243 50374.832
5283.8743 50819.47
5283.9243 50247.098
5283.9743 49958.04
5284.0243 50134.77
5284.0743 50141.844
5284.1243 50483.355
5284.1743 49987.234
5284.2243 50319.12
5284.2743 50536.31
5284.3243 50510.734
5284.3743 50470.555
5284.4243 50393.56
5284.4743 49719.043
5284.5243 50659.184
5284.5744 49753.836
5284.6244 49566.52
5284.6744 49830.895
5284.7244 49673.51
5284.7744 49817.848
5284.8244 49426.47
5284.8744 49535.152
5284.9244 49413.594
5284.9744 49853.45
5285.0244 49911.69
5285.0744 49925.375
5285.1244 49958.74
5285.1744 50284.375
5285.2244 50388.44
5285.2744 50252.426
5285.3244 50711.406
5285.3744 50578.6
5285.4244 50120.08
5285.4744 50044.72
5285.5244 50141.324
5285.5744 50462.867
5285.6244 50237.38
5285.6744 50500.38
5285.7244 50417.605
5285.7744 50481.324
5285.8244 50645.566
5285.8744 50445.35
5285.9244 49766.105
5285.9744 50156.914
5286.0244 50551.67
5286.0744 50904.77
5286.1244 50004.06
5286.1745 49901.117
5286.2245 50307.43
5286.2745 50438.938
5286.3245 50341.906
5286.3745 50359.945
5286.4245 50185.734
5286.4745 50296.71
5286.5245 49907.605
5286.5745 49471.117
5286.6245 49998.13
5286.6745 50195.32
5286.7245 50405.27
5286.7745 49997.945
5286.8245 50172.848
5286.8745 50111.008
5286.9245 50216.656
5286.9745 50711.293
5287.0245 49953.027
5287.0745 50090.39
5287.1245 50121.45
5287.1745 50544.176
5287.2245 50536.16
5287.2745 50365.31
5287.3245 50465.184
5287.3745 50360.727
5287.4245 50088.324
5287.4745 50380.363
5287.5245 50622.4
5287.5745 50748.05
5287.6245 50449.58
5287.6745 50695.79
5287.7245 50238.84
5287.7745 50411.23
5287.8246 50708.72
5287.8746 50127.46
5287.9246 50079.633
5287.9746 50380.742
5288.0246 50528.867
5288.0746 50541.703
5288.1246 49995.285
5288.1746 50130.98
5288.2246 50238.223
5288.2746 49779.312
5288.3246 50330.66
5288.3746 50634.266
5288.4246 50248.957
5288.4746 50267.31
5288.5246 50184.066
5288.5746 50477.246
5288.6246 50297.49
5288.6746 50064.043
5288.7246 50271.93
5288.7746 50695.273
5288.8246 50322.387
5288.8746 50498.42
5288.9246 50824.52
5288.9746 51027.707
5289.0246 50700.176
5289.0746 50409.47
5289.1246 50512.156
5289.1746 50527.785
5289.2246 50428.918
5289.2746 50465.39
5289.3246 50099.98
5289.3746 50205.15
5289.4247 50412.57
5289.4747 49732.89
5289.5247 49778.434
5289.5747 50383.715
5289.6247 50557.016
5289.6747 49999.105
5289.7247 49740.242
5289.7747 49728.77
5289.8247 50267.457
5289.8747 50337.78
5289.9247 50110.34
5289.9747 49892.055
5290.0247 50144.082
5290.0747 50022.668
5290.1247 50168.63
5290.1747 50626.332
5290.2247 50327.523
5290.2747 50423.734
5290.3247 50246.465
5290.3747 50222.168
5290.4247 50253.348
5290.4747 50188.637
5290.5247 50148.918
5290.5747 50291.32
5290.6247 50368.223
5290.6747 50181.363
5290.7247 49798.707
5290.7747 50377.633
5290.8247 50176.89
5290.8747 49976.33
5290.9247 49873.363
5290.9747 50069.47
5291.0247 50864.57
5291.0748 49957.12
5291.1248 50093.61
5291.1748 50229.684
5291.2248 50255.168
5291.2748 50263.254
5291.3248 50048.24
5291.3748 50180.254
5291.4248 50376.387
5291.4748 50537.12
5291.5248 50795.586
5291.5748 51113.883
5291.6248 50042.676
5291.6748 50169.92
5291.7248 50679.46
5291.7748 50801.46
5291.8248 50487.258
5291.8748 50360.266
5291.9248 50190.926
5291.9748 49563.016
5292.0248 49447.047
5292.0748 49996.44
5292.1248 50642.51
5292.1748 50166.484
5292.2248 50180.24
5292.2748 49765.76
5292.3248 49649.688
5292.3748 49824.934
5292.4248 50122.832
5292.4748 50574.816
5292.5248 49829.137
5292.5748 50069.53
5292.6248 49980.035
5292.6749 49561.887
5292.7249 49604.65
5292.7749 50967.242
5292.8249 50121.17
5292.8749 49685.855
5292.9249 49775.805
5292.9749 49978.152
5293.0249 49825.816
5293.0749 49742.07
5293.1249 49538.156
5293.1749 49701.01
5293.2249 49777.926
5293.2749 49772.695
5293.3249 49988.805
5293.3749 50083.78
5293.4249 49841.023
5293.4749 49850.402
5293.5249 50115.12
5293.5749 50337.164
5293.6249 50190.113
5293.6749 50117.906
5293.7249 50229.777
5293.7749 50229.965
5293.8249 50021.652
5293.8749 49854.582
5293.9249 50075.63
5293.9749 49871.984
5294.0249 50131.855
5294.0749 50391.625
5294.1249 50319.38
5294.1749 49947.69
5294.2249 49686.04
5294.2749 50227.426
5294.325 50258.875
5294.375 50001.098
5294.425 49885.598
5294.475 49982.605
5294.525 50014.477
5294.575 49804.484
5294.625 49601.848
5294.675 49503.348
5294.725 49686.2
5294.775 49908.562
5294.825 49784.5
5294.875 49660.812
5294.925 49712.58
5294.975 50038.426
5295.025 50371.33
5295.075 50358.383
5295.125 49999.336
5295.175 50360.28
5295.225 50322.06
5295.275 50054.23
5295.325 49777.22
5295.375 49871.46
5295.425 50256.016
5295.475 49663.418
5295.525 50347.938
5295.575 49942.58
5295.625 49726.773
5295.675 49562.348
5295.725 49420.77
5295.775 50259.195
5295.825 50176.43
5295.875 50164.992
5295.925 50301.78
5295.9751 50200.984
5296.0251 49891.586
5296.0751 49893.805
5296.1251 49940.258
5296.1751 50053.684
5296.2251 50084.145
5296.2751 50234.33
5296.3251 50111.035
5296.3751 49452.246
5296.4251 50203.215
5296.4751 50132.523
5296.5251 50058.727
5296.5751 50067.34
5296.6251 49970.723
5296.6751 49730.562
5296.7251 49824.605
5296.7751 49857.24
5296.8251 49718.316
5296.8751 49896.293
5296.9251 50005.816
5296.9751 49934.586
5297.0251 50116.28
5297.0751 50368.773
5297.1251 49954.684
5297.1751 49678.62
5297.2251 49574.38
5297.2751 49693.066
5297.3251 49834.477
5297.3751 49030.707
5297.4251 49733.01
5297.4751 49740.742
5297.5251 49671.65
5297.5752 49808.348
5297.6252 50077.26
5297.6752 50112.76
5297.7252 49475.88
5297.7752 49819.484
5297.8252 50145.484
5297.8752 50252.062
5297.9252 50065.71
5297.9752 49738.953
5298.0252 49848.574
5298.0752 48917.453
5298.1252 49115.137
5298.1752 49587.69
5298.2252 49824.582
5298.2752 49955.73
5298.3252 50414.258
5298.3752 50055.258
5298.4252 49637.508
5298.4752 49863.54
5298.5252 50038.28
5298.5752 50022.594
5298.6252 50071.867
5298.6752 50355.97
5298.7252 49927.64
5298.7752 50014.89
5298.8252 49720.098
5298.8752 49452.965
5298.9252 49686.31
5298.9752 50354.934
5299.0252 50485.992
5299.0752 49772.703
5299.1252 50439.508
5299.1752 50142.066
5299.2253 49611.69
5299.2753 49681.85
5299.3253 50037.984
5299.3753 50467.76
5299.4253 50066.73
5299.4753 49812.535
5299.5253 49833.26
5299.5753 49966.594
5299.6253 49901.457
5299.6753 49494.066
5299.7253 50113.555
5299.7753 49055.285
5299.8253 48405.18
5299.8753 48110.496
5299.9253 47848.367
5299.9753 47784.74
5300.0253 48774.914
5300.0753 50000.273
5300.1253 49880.28
5300.1753 49878.2
5300.2253 49857.746
5300.2753 49944.566
5300.3253 50105.535
5300.3753 49642.63
5300.4253 49439.855
5300.4753 49890.758
5300.5253 50041.695
5300.5753 50179.73
5300.6253 50075.38
5300.6753 49732.125
5300.7253 50306.496
5300.7753 50333.344
5300.8254 50406.773
5300.8754 50402.09
5300.9254 50075.79
5300.9754 49736.582
5301.0254 49665.164
5301.0754 49549.2
5301.1254 49917.105
5301.1754 49788.395
5301.2254 49761.355
5301.2754 49587.47
5301.3254 49322.062
5301.3754 49168.58
5301.4254 49270.04
5301.4754 50112.39
5301.5254 49794.773
5301.5754 49963.402
5301.6254 49961.29
5301.6754 49761.1
5301.7254 49556.992
5301.7754 49413.785
5301.8254 49830.11
5301.8754 49570.508
5301.9254 49939.707
5301.9754 50146.152
5302.0254 49987.812
5302.0754 49809.953
5302.1254 49960.11
5302.1754 49895.38
5302.2254 49714.2
5302.2754 49830.676
5302.3254 49942.855
5302.3754 49683.68
5302.4254 49103.945
5302.4755 48356.22
5302.5255 47250.797
5302.5755 47099.33
5302.6255 47166.617
5302.6755 47964.773
5302.7255 48921.016
5302.7755 49582.11
5302.8255 49951.89
5302.8755 50350.297
5302.9255 50391.07
5302.9755 50110.598
5303.0255 50095.574
5303.0755 49924.824
5303.1255 49563.383
5303.1755 49456.977
5303.2255 49971.7
5303.2755 50594.08
5303.3255 49925.0
5303.3755 49670.16
5303.4255 49742.29
5303.4755 49995.65
5303.5255 49883.836
5303.5755 49547.332
5303.6255 49721.934
5303.6755 49615.582
5303.7255 49656.39
5303.7755 49210.168
5303.8255 49260.207
5303.8755 49659.582
5303.9255 49951.89
5303.9755 49830.395
5304.0255 49471.195
5304.0756 49826.34
5304.1256 49623.336
5304.1756 49695.938
5304.2256 49905.65
5304.2756 49677.633
5304.3256 49226.242
5304.3756 49288.414
5304.4256 49935.34
5304.4756 50192.207
5304.5256 50156.004
5304.5756 50262.13
5304.6256 50212.746
5304.6756 50093.344
5304.7256 50029.906
5304.7756 50000.43
5304.8256 49972.387
5304.8756 49857.18
5304.9256 50072.08
5304.9756 50067.855
5305.0256 50321.51
5305.0756 50318.887
5305.1256 49908.477
5305.1756 49676.39
5305.2256 49927.98
5305.2756 50157.52
5305.3256 50256.77
5305.3756 50204.32
5305.4256 50142.65
5305.4756 50049.52
5305.5256 49965.86
5305.5756 49939.27
5305.6256 49787.77
5305.6756 49730.484
5305.7257 49969.137
5305.7757 49871.96
5305.8257 50142.832
5305.8757 50283.73
5305.9257 49987.51
5305.9757 49840.254
5306.0257 50598.363
5306.0757 50729.543
5306.1257 49703.086
5306.1757 49850.105
5306.2257 49780.46
5306.2757 49940.867
5306.3257 50079.473
5306.3757 49872.04
5306.4257 49818.473
5306.4757 49736.617
5306.5257 49627.12
5306.5757 49734.465
5306.6257 49304.355
5306.6757 48614.004
5306.7257 48265.92
5306.7757 48406.66
5306.8257 48683.688
5306.8757 48898.453
5306.9257 49490.777
5306.9757 49674.324
5307.0257 49858.53
5307.0757 50110.266
5307.1257 49937.562
5307.1757 49469.375
5307.2257 49330.906
5307.2757 49710.434
5307.3257 49937.395
5307.3758 50331.367
5307.4258 50110.527
5307.4758 50150.52
5307.5258 50229.49
5307.5758 50122.492
5307.6258 50070.215
5307.6758 50180.523
5307.7258 49969.12
5307.7758 50388.94
5307.8258 50927.734
5307.8758 50689.824
5307.9258 50228.555
5307.9758 50287.723
5308.0258 50398.906
5308.0758 50308.08
5308.1258 50223.6
5308.1758 49839.816
5308.2258 49871.098
5308.2758 49757.44
5308.3258 49948.195
5308.3758 49986.355
5308.4258 50020.508
5308.4758 50070.004
5308.5258 50280.38
5308.5758 50531.0
5308.6258 50088.15
5308.6758 50017.89
5308.7258 50417.035
5308.7758 49522.34
5308.8258 49670.504
5308.8758 50026.438
5308.9258 50117.098
5308.9759 50032.555
5309.0259 49775.652
5309.0759 49302.363
5309.1259 49754.812
5309.1759 50068.297
5309.2259 50371.043
5309.2759 49874.746
5309.3259 49498.547
5309.3759 49618.363
5309.4259 49426.42
5309.4759 49152.652
5309.5259 50032.516
5309.5759 49699.734
5309.6259 49462.906
5309.6759 49934.184
5309.7259 49996.33
5309.7759 49608.81
5309.8259 49458.51
5309.8759 49637.14
5309.9259 49679.926
5309.9759 49530.785
5310.0259 49762.48
5310.0759 49162.957
5310.1259 49570.707
5310.1759 49841.24
5310.2259 49856.305
5310.2759 49901.8
5310.3259 49875.844
5310.3759 49661.438
5310.4259 49720.44
5310.4759 50339.688
5310.5259 50344.336
5310.5759 50029.844
5310.626 49287.33
5310.676 49770.957
5310.726 49625.305
5310.776 49457.035
5310.826 49194.066
5310.876 49029.0
5310.926 49412.73
5310.976 50049.312
5311.026 49880.848
5311.076 49983.617
5311.126 49478.812
5311.176 49778.113
5311.226 49759.184
5311.276 49672.832
5311.326 49814.85
5311.376 50182.453
5311.426 50287.695
5311.476 49965.594
5311.526 50018.547
5311.576 49705.113
5311.626 49869.973
5311.676 50167.438
5311.726 50052.613
5311.776 50098.27
5311.826 50098.24
5311.876 49869.5
5311.926 49953.64
5311.976 50271.867
5312.026 49861.95
5312.076 49947.543
5312.126 49993.266
5312.176 50624.004
5312.2261 50115.875
5312.2761 49803.508
5312.3261 49948.586
5312.3761 50095.6
5312.4261 50138.746
5312.4761 50261.99
5312.5261 50295.293
5312.5761 49954.164
5312.6261 50127.0
5312.6761 50293.676
5312.7261 49892.246
5312.7761 50066.293
5312.8261 50570.336
5312.8761 49769.258
5312.9261 49812.0
5312.9761 50044.89
5313.0261 49501.242
5313.0761 49453.11
5313.1261 50161.79
5313.1761 49901.484
5313.2261 49962.43
5313.2761 49505.29
5313.3261 49861.758
5313.3761 49823.23
5313.4261 49826.76
5313.4761 49999.594
5313.5261 49868.33
5313.5761 49747.848
5313.6261 49874.87
5313.6761 49727.04
5313.7261 49776.652
5313.7761 49932.02
5313.8261 50119.207
5313.8762 50155.38
5313.9262 49620.863
5313.9762 50061.094
5314.0262 50186.277
5314.0762 50010.41
5314.1262 50072.56
5314.1762 49947.49
5314.2262 49747.402
5314.2762 50330.3
5314.3262 49965.98
5314.3762 50001.645
5314.4262 50438.633
5314.4762 49587.86
5314.5262 49748.016
5314.5762 50066.902
5314.6262 50062.246
5314.6762 49995.973
5314.7262 49821.816
5314.7762 49635.703
5314.8262 49598.055
5314.8762 49594.51
5314.9262 49989.09
5314.9762 50805.918
5315.0262 49803.668
5315.0762 49974.37
5315.1262 50065.77
5315.1762 49777.168
5315.2262 49679.055
5315.2762 49976.445
5315.3262 49982.746
5315.3762 50110.95
5315.4262 50279.52
5315.4762 49940.188
5315.5263 49870.66
5315.5763 49982.305
5315.6263 50317.11
5315.6763 49960.24
5315.7263 50550.492
5315.7763 50107.523
5315.8263 49981.777
5315.8763 49964.684
5315.9263 50068.246
5315.9763 49972.332
5316.0263 50025.44
5316.0763 49908.35
5316.1263 49660.04
5316.1763 50121.035
5316.2263 50108.805
5316.2763 50734.16
5316.3263 49756.695
5316.3763 50083.004
5316.4263 49901.1
5316.4763 49565.496
5316.5263 49852.023
5316.5763 49653.773
5316.6263 49672.504
5316.6763 49543.816
5316.7263 49450.465
5316.7763 49709.742
5316.8263 49888.816
5316.8763 49931.633
5316.9263 50005.156
5316.9763 49493.594
5317.0263 49401.773
5317.0763 49389.418
5317.1264 49882.84
5317.1764 49994.727
5317.2264 50072.723
5317.2764 50318.777
5317.3264 49956.53
5317.3764 49769.76
5317.4264 49860.203
5317.4764 50071.797
5317.5264 50149.332
5317.5764 49929.0
5317.6264 50093.34
5317.6764 50228.13
5317.7264 49709.254
5317.7764 50437.48
5317.8264 50597.562
5317.8764 49687.55
5317.9264 49353.145
5317.9764 49405.02
5318.0264 49323.766
5318.0764 49581.016
5318.1264 49655.586
5318.1764 49910.63
5318.2264 50095.688
5318.2764 49876.133
5318.3264 49793.76
5318.3764 49909.0
5318.4264 49750.223
5318.4764 49866.99
5318.5264 50186.65
5318.5764 50099.145
5318.6264 50438.75
5318.6764 49820.56
5318.7264 49975.926
5318.7765 49547.242
5318.8265 49624.996
5318.8765 49806.8
5318.9265 49475.32
5318.9765 49532.184
5319.0265 49781.31
5319.0765 49938.395
5319.1265 50020.26
5319.1765 49881.65
5319.2265 49878.426
5319.2765 50190.867
5319.3265 50506.266
5319.3765 49815.426
5319.4265 49958.68
5319.4765 50091.14
5319.5265 49621.062
5319.5765 49877.723
5319.6265 49951.883
5319.6765 49662.34
5319.7265 49720.957
5319.7765 49693.52
5319.8265 49075.1
5319.8765 49500.812
5319.9265 49709.49
5319.9765 49770.797
5320.0265 50023.18
5320.0765 49571.44
5320.1265 49531.43
5320.1765 49966.13
5320.2265 50161.824
5320.2765 49987.605
5320.3265 49417.766
5320.3766 49714.96
5320.4266 49749.2
5320.4766 49560.723
5320.5266 49669.91
5320.5766 48884.1
5320.6266 47383.637
5320.6766 46858.418
5320.7266 46730.42
5320.7766 46890.914
5320.8266 47728.61
5320.8766 48685.67
5320.9266 49291.992
5320.9766 49788.266
5321.0266 49915.332
5321.0766 49840.89
5321.1266 50116.523
5321.1766 49965.652
5321.2266 50043.688
5321.2766 50595.31
5321.3266 50115.48
5321.3766 50087.594
5321.4266 49753.02
5321.4766 49561.582
5321.5266 49427.363
5321.5766 49530.59
5321.6266 49784.812
5321.6766 49677.168
5321.7266 49832.3
5321.7766 49911.754
5321.8266 49555.035
5321.8766 49611.645
5321.9266 49820.895
5321.9766 49673.49
5322.0267 49581.484
5322.0767 49173.727
5322.1267 49186.402
5322.1767 49650.773
5322.2267 49560.363
5322.2767 49728.63
5322.3267 50060.934
5322.3767 49778.66
5322.4267 49525.246
5322.4767 49415.297
5322.5267 49394.934
5322.5767 49621.098
5322.6267 49937.79
5322.6767 49655.953
5322.7267 49562.02
5322.7767 48364.31
5322.8267 49666.953
5322.8767 49698.973
5322.9267 49340.465
5322.9767 49798.57
5323.0267 50039.55
5323.0767 49966.062
5323.1267 49645.06
5323.1767 49920.047
5323.2267 49561.87
5323.2767 49541.883
5323.3267 49772.184
5323.3767 49653.14
5323.4267 49500.785
5323.4767 49508.664
5323.5267 49609.156
5323.5767 49644.82
5323.6268 49577.3
5323.6768 49835.133
5323.7268 50024.41
5323.7768 49502.375
5323.8268 49317.344
5323.8768 49510.574
5323.9268 49753.61
5323.9768 49268.42
5324.0268 49500.586
5324.0768 49409.496
5324.1268 49448.543
5324.1768 49570.785
5324.2268 49290.37
5324.2768 50100.492
5324.3268 50101.434
5324.3768 49621.4
5324.4268 49912.016
5324.4768 49645.457
5324.5268 49669.81
5324.5768 49267.734
5324.6268 49711.496
5324.6768 49565.305
5324.7268 49777.805
5324.7768 49807.47
5324.8268 49780.887
5324.8768 49708.918
5324.9268 49804.094
5324.9768 49586.723
5325.0268 49845.46
5325.0768 49554.26
5325.1268 49728.285
5325.1768 49984.848
5325.2268 49955.38
5325.2769 50135.082
5325.3269 50232.914
5325.3769 49585.64
5325.4269 49295.637
5325.4769 49658.16
5325.5269 49788.652
5325.5769 49658.297
5325.6269 49596.27
5325.6769 49740.434
5325.7269 49399.48
5325.7769 49362.145
5325.8269 49514.965
5325.8769 49441.3
5325.9269 50010.008
5325.9769 50088.426
5326.0269 50096.35
5326.0769 49706.867
5326.1269 49659.07
5326.1769 49739.363
5326.2269 49843.91
5326.2769 49758.74
5326.3269 49682.617
5326.3769 49738.953
5326.4269 49545.758
5326.4769 49530.586
5326.5269 49588.383
5326.5769 49628.5
5326.6269 49523.066
5326.6769 49391.254
5326.7269 49238.47
5326.7769 49112.25
5326.8269 49119.21
5326.8769 49462.203
5326.927 49278.305
5326.977 49227.37
5327.027 49219.277
5327.077 49277.957
5327.127 49246.637
5327.177 49840.52
5327.227 49651.33
5327.277 49613.902
5327.327 49346.582
5327.377 49597.26
5327.427 49511.207
5327.477 48832.07
5327.527 49697.945
5327.577 49608.996
5327.627 49089.754
5327.677 49379.207
5327.727 48928.33
5327.777 49213.676
5327.827 49167.863
5327.877 49255.496
5327.927 49636.03
5327.977 49239.754
5328.027 49111.34
5328.077 50176.414
5328.127 49719.145
5328.177 49390.33
5328.227 49502.957
5328.277 49534.62
5328.327 49113.652
5328.377 49344.684
5328.427 49115.977
5328.477 49096.91
5328.5271 49843.98
5328.5771 49221.473
5328.6271 49121.63
5328.6771 49458.133
5328.7271 49191.555
5328.7771 49105.297
5328.8271 49296.13
5328.8771 49464.562
5328.9271 49331.246
5328.9771 48880.24
5329.0271 49466.977
5329.0771 48825.24
5329.1271 48169.56
5329.1771 48802.258
5329.2271 49274.08
5329.2771 48910.95
5329.3271 48846.695
5329.3771 49248.688
5329.4271 49201.824
5329.4771 48950.113
5329.5271 48895.445
5329.5771 48773.44
5329.6271 49138.05
5329.6771 48849.484
5329.7271 48618.312
5329.7771 48947.24
5329.8271 48984.066
5329.8771 48572.156
5329.9271 48913.53
5329.9771 49225.586
5330.0271 48762.414
5330.0771 49335.1
5330.1271 48871.848
5330.1772 49125.75
5330.2272 48587.26
5330.2772 49110.375
5330.3272 49255.953
5330.3772 48828.652
5330.4272 49063.12
5330.4772 49167.312
5330.5272 49266.266
5330.5772 49340.91
5330.6272 49057.656
5330.6772 48408.848
5330.7272 47966.227
5330.7772 48123.645
5330.8272 48349.746
5330.8772 48778.3
5330.9272 48817.598
5330.9772 48797.137
5331.0272 48941.48
5331.0772 48894.742
5331.1272 48717.312
5331.1772 48781.07
5331.2272 48735.59
5331.2772 48833.35
5331.3272 49168.0
5331.3772 49255.805
5331.4272 49369.68
5331.4772 49231.062
5331.5272 49296.727
5331.5772 48765.684
5331.6272 48670.293
5331.6772 48816.777
5331.7272 48557.836
5331.7773 48642.86
5331.8273 49202.31
5331.8773 49419.57
5331.9273 49389.22
5331.9773 49193.234
5332.0273 49128.594
5332.0773 48914.535
5332.1273 48830.215
5332.1773 48616.93
5332.2273 48750.63
5332.2773 49139.953
5332.3273 48555.184
5332.3773 49118.242
5332.4273 49392.01
5332.4773 49022.16
5332.5273 48503.492
5332.5773 49063.95
5332.6273 48683.992
5332.6773 48632.934
5332.7273 48832.34
5332.7773 48630.45
5332.8273 48969.06
5332.8773 49076.133
5332.9273 49220.434
5332.9773 49176.35
5333.0273 49039.492
5333.0773 49346.336
5333.1273 49417.977
5333.1773 49256.688
5333.2273 49034.805
5333.2773 49260.176
5333.3273 49086.457
5333.3773 48984.836
5333.4274 49091.9
5333.4774 49295.57
5333.5274 49133.73
5333.5774 48791.875
5333.6274 49133.69
5333.6774 49302.582
5333.7274 49365.043
5333.7774 48906.77
5333.8274 49328.246
5333.8774 49122.246
5333.9274 48913.79
5333.9774 49208.9
5334.0274 48876.37
5334.0774 48927.273
5334.1274 49006.87
5334.1774 48969.848
5334.2274 48952.49
5334.2774 48413.406
5334.3274 48527.61
5334.3774 48848.18
5334.4274 48842.195
5334.4774 48617.465
5334.5274 48645.33
5334.5774 48642.27
5334.6274 48259.227
5334.6774 48045.98
5334.7274 48153.94
5334.7774 48517.414
5334.8274 48733.73
5334.8774 49403.992
5334.9274 48969.82
5334.9774 48987.527
5335.0275 49336.76
5335.0775 49146.64
5335.1275 49376.863
5335.1775 49193.668
5335.2275 49233.004
5335.2775 48736.645
5335.3275 48908.58
5335.3775 49229.742
5335.4275 49047.29
5335.4775 49066.637
5335.5275 49088.453
5335.5775 49005.67
5335.6275 49341.805
5335.6775 49361.85
5335.7275 49001.977
5335.7775 49130.484
5335.8275 48770.03
5335.8775 49067.746
5335.9275 49131.574
5335.9775 49389.863
5336.0275 49285.527
5336.0775 48989.54
5336.1275 48557.33
5336.1775 49081.336
5336.2275 49449.098
5336.2775 49389.383
5336.3275 48897.098
5336.3775 49164.754
5336.4275 49193.53
5336.4775 49587.047
5336.5275 49559.863
5336.5775 49308.695
5336.6275 49240.367
5336.6776 48870.45
5336.7276 49162.15
5336.7776 49137.668
5336.8276 48939.73
5336.8776 49148.195
5336.9276 48911.76
5336.9776 49061.68
5337.0276 49472.973
5337.0776 49632.73
5337.1276 49271.516
5337.1776 48761.3
5337.2276 48723.836
5337.2776 48929.38
5337.3276 49122.395
5337.3776 49223.207
5337.4276 49305.758
5337.4776 49401.164
5337.5276 49049.18
5337.5776 49250.0
5337.6276 49529.566
5337.6776 49254.406
5337.7276 48657.73
5337.7776 49168.676
5337.8276 49128.15
5337.8776 49395.04
5337.9276 49842.78
5337.9776 49364.4
5338.0276 48973.16
5338.0776 49286.59
5338.1276 49149.207
5338.1776 48884.74
5338.2276 49052.152
5338.2776 49397.582
5338.3277 48937.266
5338.3777 49248.34
5338.4277 49346.58
5338.4777 49059.598
5338.5277 49075.066
5338.5777 49060.33
5338.6277 48726.465
5338.6777 48825.98
5338.7277 48808.33
5338.7777 48442.59
5338.8277 49028.754
5338.8777 49370.61
5338.9277 49260.996
5338.9777 49127.637
5339.0277 49233.59
5339.0777 49540.656
5339.1277 49212.07
5339.1777 48579.176
5339.2277 48897.758
5339.2777 48946.055
5339.3277 48499.88
5339.3777 49248.68
5339.4277 50051.355
5339.4777 49210.254
5339.5277 49189.094
5339.5777 49664.55
5339.6277 49649.973
5339.6777 49555.29
5339.7277 49119.38
5339.7777 49167.492
5339.8277 49033.88
5339.8777 48677.664
5339.9278 48564.355
5339.9778 48744.387
5340.0278 48622.004
5340.0778 49002.434
5340.1278 49261.617
5340.1778 49171.953
5340.2278 49338.457
5340.2778 48879.332
5340.3278 48717.258
5340.3778 48918.55
5340.4278 48968.1
5340.4778 48612.285
5340.5278 48626.562
5340.5778 48843.695
5340.6278 48845.91
5340.6778 49031.895
5340.7278 49235.74
5340.7778 49175.375
5340.8278 49211.66
5340.8778 48931.945
5340.9278 49054.47
5340.9778 49389.938
5341.0278 49452.62
5341.0778 48890.945
5341.1278 48703.543
5341.1778 49048.992
5341.2278 49071.617
5341.2778 48934.793
5341.3278 48900.58
5341.3778 49100.324
5341.4278 49155.676
5341.4778 48678.76
5341.5278 48841.758
5341.5779 49022.383
5341.6279 48786.297
5341.6779 48432.53
5341.7279 48884.137
5341.7779 49321.703
5341.8279 49109.137
5341.8779 48839.082
5341.9279 48844.85
5341.9779 48687.28
5342.0279 48984.32
5342.0779 48825.617
5342.1279 48870.574
5342.1779 48606.28
5342.2279 47918.754
5342.2779 47837.42
5342.3279 48244.367
5342.3779 47728.47
5342.4279 47449.05
5342.4779 47296.457
5342.5279 47125.953
5342.5779 47423.406
5342.6279 47931.39
5342.6779 48119.82
5342.7279 48328.68
5342.7779 48623.344
5342.8279 48802.67
5342.8779 48513.285
5342.9279 48547.234
5342.9779 48446.605
