wave flux
4374.5185 63927.49
4374.5685 64490.97
4374.6185 64408.996
4374.6685 64451.36
4374.7185 64711.734
4374.7685 64362.125
4374.8185 63857.19
4374.8685 63982.324
4374.9185 63043.57
4374.9685 62257.426
4375.0185 63552.37
4375.0685 62575.23
4375.1185 63269.62
4375.1685 63903.06
4375.2185 63656.13
4375.2685 64478.7
4375.3185 65413.727
4375.3685 66082.16
4375.4185 65526.676
4375.4685 64664.996
4375.5185 64526.35
4375.5686 65009.72
4375.6186 65637.11
4375.6686 65370.348
4375.7186 64260.3
4375.7686 64749.45
4375.8186 63446.066
4375.8686 63793.35
4375.9186 63914.93
4375.9686 63892.56
4376.0186 64176.637
4376.0686 64311.574
4376.1186 64479.637
4376.1686 64156.11
4376.2186 63976.156
4376.2686 64719.992
4376.3186 64607.957
4376.3686 64276.234
4376.4186 63658.426
4376.4686 64163.63
4376.5186 63232.117
4376.5686 63164.008
4376.6186 62764.95
4376.6686 62902.184
4376.7186 63348.188
4376.7686 63355.72
4376.8186 64134.047
4376.8686 63587.207
4376.9186 64963.453
4376.9686 64817.55
4377.0186 64765.836
4377.0686 64823.04
4377.1186 64996.79
4377.1686 64686.863
4377.2187 63664.6
4377.2687 63905.2
4377.3187 64127.37
4377.3687 65149.133
4377.4187 63950.1
4377.4687 64934.074
4377.5187 64086.832
4377.5687 62933.87
4377.6187 63955.566
4377.6687 64047.71
4377.7187 63521.547
4377.7687 65283.008
4377.8187 65446.523
4377.8687 62674.734
4377.9187 63140.625
4377.9687 62310.242
4378.0187 62250.098
4378.0687 61930.348
4378.1187 63619.21
4378.1687 64037.406
4378.2187 64449.984
4378.2687 63642.74
4378.3187 63045.848
4378.3687 62992.28
4378.4187 63057.613
4378.4687 62611.277
4378.5187 63062.375
4378.5687 64528.67
4378.6187 64214.246
4378.6687 64450.695
4378.7187 64256.152
4378.7687 64202.508
4378.8188 64740.66
4378.8688 64083.008
4378.9188 63881.598
4378.9688 64838.137
4379.0188 65163.188
4379.0688 63741.9
4379.1188 63382.934
4379.1688 63315.426
4379.2188 64878.465
4379.2688 64182.77
4379.3188 64840.33
4379.3688 64284.664
4379.4188 64827.99
4379.4688 63714.04
4379.5188 63262.15
4379.5688 63674.582
4379.6188 64370.258
4379.6688 63405.58
4379.7188 62367.75
4379.7688 63183.984
4379.8188 63978.195
4379.8688 63995.508
4379.9188 64954.77
4379.9688 64272.91
4380.0188 65443.3
4380.0688 64942.3
4380.1188 65288.285
4380.1688 64245.87
4380.2188 64553.79
4380.2688 64329.953
4380.3188 64616.215
4380.3688 65279.797
4380.4188 64953.23
4380.4689 64571.64
4380.5189 64381.27
4380.5689 64229.508
4380.6189 64545.344
4380.6689 64516.15
4380.7189 63631.27
4380.7689 63811.61
4380.8189 63690.5
4380.8689 64111.875
4380.9189 64312.363
4380.9689 64284.66
4381.0189 63927.363
4381.0689 63818.863
4381.1189 63359.56
4381.1689 63439.332
4381.2189 63968.855
4381.2689 63831.742
4381.3189 64654.316
4381.3689 64335.234
4381.4189 65038.625
4381.4689 65108.484
4381.5189 65115.676
4381.5689 64335.812
4381.6189 63955.855
4381.6689 63906.516
4381.7189 63039.19
4381.7689 64257.47
4381.8189 63995.367
4381.8689 64331.582
4381.9189 64917.5
4381.9689 64356.74
4382.0189 64362.195
4382.069 63947.44
4382.119 63388.613
4382.169 64944.363
4382.219 63252.055
4382.269 63996.37
4382.319 63686.156
4382.369 62812.39
4382.419 60681.44
4382.469 60331.496
4382.519 59590.61
4382.569 62092.227
4382.619 62089.473
4382.669 61803.7
4382.719 62675.26
4382.769 61955.09
4382.819 63309.402
4382.869 62612.555
4382.919 62427.605
4382.969 62734.69
4383.019 62498.707
4383.069 62686.586
4383.119 63246.39
4383.169 62096.7
4383.219 62416.24
4383.269 63277.57
4383.319 62027.723
4383.369 62192.93
4383.419 62273.074
4383.469 62953.54
4383.519 63479.52
4383.569 63425.258
4383.619 63980.676
4383.669 63419.777
4383.7191 62571.207
4383.7691 61699.344
4383.8191 62533.473
4383.8691 63113.38
4383.9191 63563.08
4383.9691 62564.42
4384.0191 61527.656
4384.0691 62661.934
4384.1191 63014.32
4384.1691 62652.082
4384.2191 62377.85
4384.2691 62485.684
4384.3191 63877.758
4384.3691 62221.227
4384.4191 62384.1
4384.4691 61882.75
4384.5191 61560.523
4384.5691 61339.29
4384.6191 61488.65
4384.6691 60463.594
4384.7191 60207.992
4384.7691 61542.496
4384.8191 61302.727
4384.8691 62242.637
4384.9191 62404.816
4384.9691 62445.832
4385.0191 61809.777
4385.0691 62087.39
4385.1191 62290.47
4385.1691 61778.312
4385.2191 61486.91
4385.2691 61733.438
4385.3191 61427.418
4385.3692 60914.434
4385.4192 61583.793
4385.4692 61105.562
4385.5192 61875.883
4385.5692 61833.164
4385.6192 62582.242
4385.6692 63375.438
4385.7192 62166.33
4385.7692 59665.35
4385.8192 60621.156
4385.8692 60891.86
4385.9192 59089.15
4385.9692 59623.902
4386.0192 59715.156
4386.0692 59601.145
4386.1192 59803.492
4386.1692 59483.945
4386.2192 59189.87
4386.2692 58978.754
4386.3192 58915.758
4386.3692 59374.277
4386.4192 58330.566
4386.4692 56823.96
4386.5192 57363.68
4386.5692 57449.152
4386.6192 57334.7
4386.6692 55491.47
4386.7192 56110.63
4386.7692 56113.016
4386.8192 57025.12
4386.8692 53074.664
4386.9192 53808.883
4386.9693 52674.863
4387.0193 52363.94
4387.0693 52360.55
4387.1193 51512.098
4387.1693 50074.75
4387.2193 50573.996
4387.2693 50172.535
4387.3193 48161.332
4387.3693 47728.18
4387.4193 47753.26
4387.4693 46604.8
4387.5193 45535.965
4387.5693 45349.957
4387.6193 45171.695
4387.6693 43527.59
4387.7193 40368.805
4387.7693 38156.617
4387.8193 36595.33
4387.8693 34000.387
4387.9193 33471.934
4387.9693 33746.387
4388.0193 33694.848
4388.0693 35209.504
4388.1193 37467.92
4388.1693 39409.73
4388.2193 41159.992
4388.2693 43559.496
4388.3193 44888.324
4388.3693 45560.543
4388.4193 46145.332
4388.4693 48217.305
4388.5193 49203.758
4388.5693 49679.55
4388.6194 50339.69
4388.6694 50632.086
4388.7194 53145.707
4388.7694 52750.297
4388.8194 53479.062
4388.8694 54687.8
4388.9194 54245.453
4388.9694 53668.332
4389.0194 54470.965
4389.0694 55843.453
4389.1194 56246.95
4389.1694 57381.867
4389.2194 57643.062
4389.2694 57363.633
4389.3194 56925.43
4389.3694 57540.137
4389.4194 59238.203
4389.4694 58014.05
4389.5194 58742.375
4389.5694 59264.508
4389.6194 58909.215
4389.6694 60007.07
4389.7194 59293.1
4389.7694 58926.99
4389.8194 59290.062
4389.8694 58451.344
4389.9194 60352.652
4389.9694 59318.758
4390.0194 60246.67
4390.0694 60685.816
4390.1194 60104.746
4390.1694 60122.707
4390.2195 60990.184
4390.2695 61054.21
4390.3195 61559.19
4390.3695 60518.04
4390.4195 60032.05
4390.4695 58575.695
4390.5195 58152.05
4390.5695 57691.875
4390.6195 57348.758
4390.6695 59777.504
4390.7195 60692.023
4390.7695 60024.535
4390.8195 61292.33
4390.8695 62282.137
4390.9195 61802.293
4390.9695 60378.848
4391.0195 61007.12
4391.0695 61128.047
4391.1195 60970.14
4391.1695 61724.08
4391.2195 61337.28
4391.2695 61874.293
4391.3195 62593.824
4391.3695 61746.875
4391.4195 62173.9
4391.4695 62731.75
4391.5195 61920.9
4391.5695 61721.594
4391.6195 62086.152
4391.6695 60858.234
4391.7195 61338.414
4391.7695 61250.098
4391.8195 61951.492
4391.8696 61943.15
4391.9196 61339.766
4391.9696 61164.465
4392.0196 61237.906
4392.0696 60762.973
4392.1196 62086.73
4392.1696 61816.23
4392.2196 61491.1
4392.2696 61550.234
4392.3196 62379.883
4392.3696 62846.707
4392.4196 62721.05
4392.4696 62144.43
4392.5196 60909.7
4392.5696 62542.203
4392.6196 61495.64
4392.6696 61749.523
4392.7196 62066.57
4392.7696 62619.254
4392.8196 61787.1
4392.8696 61834.125
4392.9196 62194.926
4392.9696 61833.527
4393.0196 61919.36
4393.0696 61675.566
4393.1196 62055.023
4393.1696 63050.18
4393.2196 61912.36
4393.2696 61809.523
4393.3196 62466.37
4393.3696 62316.742
4393.4196 61601.426
4393.4696 61833.742
4393.5197 62863.43
4393.5697 62746.105
4393.6197 62209.543
4393.6697 61705.184
4393.7197 61670.594
4393.7697 61517.906
4393.8197 61889.957
4393.8697 61985.676
4393.9197 62745.188
4393.9697 62591.72
4394.0197 62702.35
4394.0697 62667.008
4394.1197 63708.57
4394.1697 63330.617
4394.2197 62463.066
4394.2697 62345.33
4394.3197 61436.41
4394.3697 61458.188
4394.4197 62813.973
4394.4697 62485.363
4394.5197 62124.742
4394.5697 62885.83
4394.6197 62670.297
4394.6697 61555.086
4394.7197 61702.117
4394.7697 61887.855
4394.8197 62870.234
4394.8697 62883.84
4394.9197 62842.234
4394.9697 62337.742
4395.0197 63645.26
4395.0697 62630.992
4395.1198 62239.04
4395.1698 61912.91
4395.2198 62342.707
4395.2698 60397.715
4395.3198 62141.777
4395.3698 61944.4
4395.4198 62111.75
4395.4698 62687.203
4395.5198 62289.08
4395.5698 62387.062
4395.6198 60762.92
4395.6698 58154.76
4395.7198 56725.17
4395.7698 56384.543
4395.8198 55887.176
4395.8698 57560.24
4395.9198 56157.336
4395.9698 57494.152
4396.0198 58938.625
4396.0698 61647.875
4396.1198 62267.68
4396.1698 62054.14
4396.2198 61981.516
4396.2698 63049.43
4396.3198 62319.527
4396.3698 61846.688
4396.4198 62429.715
4396.4698 63592.35
4396.5198 62621.09
4396.5698 62524.168
4396.6198 63017.098
4396.6698 63278.152
4396.7198 62050.254
4396.7699 62833.47
4396.8199 62253.684
4396.8699 63052.3
4396.9199 62446.74
4396.9699 62826.04
4397.0199 62844.258
4397.0699 62737.113
4397.1199 63314.184
4397.1699 63744.316
4397.2199 63933.26
4397.2699 62626.836
4397.3199 61959.33
4397.3699 63206.2
4397.4199 63328.574
4397.4699 62625.04
4397.5199 63280.21
4397.5699 62625.47
4397.6199 62843.79
4397.6699 62756.156
4397.7199 62136.78
4397.7699 63149.082
4397.8199 62601.47
4397.8699 62438.97
4397.9199 61706.28
4397.9699 61496.1
4398.0199 62091.496
4398.0699 62226.43
4398.1199 63512.63
4398.1699 61729.68
4398.2199 62836.0
4398.2699 62624.457
4398.3199 62358.04
4398.37 62181.223
4398.42 62163.715
4398.47 63427.586
4398.52 62260.273
4398.57 62290.758
4398.62 62321.35
4398.67 62208.805
4398.72 63280.707
4398.77 63952.35
4398.82 62734.12
4398.87 61598.64
4398.92 62819.63
4398.97 62603.766
4399.02 63688.715
4399.07 64234.39
4399.12 63700.645
4399.17 63061.867
4399.22 62943.758
4399.27 62295.695
4399.32 64295.465
4399.37 63141.63
4399.42 61994.66
4399.47 63059.83
4399.52 63440.395
4399.57 62428.8
4399.62 63029.707
4399.67 62758.496
4399.72 62435.312
4399.77 62788.965
4399.82 63022.895
4399.87 62332.457
4399.92 62397.35
4399.97 62353.797
4400.0201 62113.297
4400.0701 62837.39
4400.1201 62119.074
4400.1701 63767.46
4400.2201 63124.434
4400.2701 63147.344
4400.3201 62773.777
4400.3701 62353.598
4400.4201 61971.766
4400.4701 62912.824
4400.5201 62876.48
4400.5701 62568.098
4400.6201 61899.21
4400.6701 62691.527
4400.7201 62639.504
4400.7701 62016.875
4400.8201 62205.355
4400.8701 61464.3
4400.9201 60587.594
4400.9701 60268.78
4401.0201 61563.15
4401.0701 61664.184
4401.1201 63006.78
4401.1701 62200.754
4401.2201 60076.72
4401.2701 61413.582
4401.3201 63533.344
4401.3701 63326.71
4401.4201 62960.74
4401.4701 63142.47
4401.5201 62454.676
4401.5701 63225.91
4401.6202 61921.574
4401.6702 62124.78
4401.7202 63282.68
4401.7702 62508.957
4401.8202 61926.22
4401.8702 62431.754
4401.9202 63872.445
4401.9702 62556.715
4402.0202 62290.168
4402.0702 62898.227
4402.1202 62356.55
4402.1702 63378.113
4402.2202 63039.098
4402.2702 63497.387
4402.3202 63601.297
4402.3702 63043.008
4402.4202 62901.68
4402.4702 62560.094
4402.5202 62979.89
4402.5702 63392.39
4402.6202 62705.97
4402.6702 63073.594
4402.7202 63196.184
4402.7702 63082.055
4402.8202 62170.79
4402.8702 63613.668
4402.9202 62937.71
4402.9702 62839.254
4403.0202 63180.805
4403.0702 63017.895
4403.1202 62981.35
4403.1702 63484.926
4403.2202 62262.633
4403.2703 63431.707
4403.3203 62986.68
4403.3703 63297.19
4403.4203 63640.71
4403.4703 62647.637
4403.5203 62894.79
4403.5703 63655.11
4403.6203 62892.855
4403.6703 62671.51
4403.7203 61488.7
4403.7703 62322.902
4403.8203 61845.54
4403.8703 62574.867
4403.9203 62613.277
4403.9703 63830.027
4404.0203 62371.848
4404.0703 62418.977
4404.1203 62911.45
4404.1703 62107.242
4404.2203 62549.566
4404.2703 62196.715
4404.3203 62719.555
4404.3703 63575.773
4404.4203 63259.05
4404.4703 63129.336
4404.5203 62449.5
4404.5703 63396.105
4404.6203 63145.723
4404.6703 64550.05
4404.7203 63556.957
4404.7703 63355.59
4404.8203 62802.664
4404.8703 62351.66
4404.9204 62914.895
4404.9704 62355.77
4405.0204 63329.914
4405.0704 62780.402
4405.1204 63111.69
4405.1704 62656.426
4405.2204 61803.03
4405.2704 62285.312
4405.3204 62160.473
4405.3704 62653.316
4405.4204 62801.734
4405.4704 63199.176
4405.5204 62430.477
4405.5704 62708.266
4405.6204 63036.906
4405.6704 62521.99
4405.7204 62583.562
4405.7704 61589.45
4405.8204 61877.09
4405.8704 62503.582
4405.9204 61604.32
4405.9704 61992.812
4406.0204 61300.715
4406.0704 63157.223
4406.1204 62347.59
4406.1704 63205.46
4406.2204 63056.367
4406.2704 63658.53
4406.3204 62303.15
4406.3704 63346.254
4406.4204 62408.293
4406.4704 62926.53
4406.5205 61862.57
4406.5705 63042.652
4406.6205 61685.93
4406.6705 62081.52
4406.7205 61538.164
4406.7705 62570.22
4406.8205 63000.18
4406.8705 62123.316
4406.9205 62761.977
4406.9705 63602.625
4407.0205 63755.348
4407.0705 63003.027
4407.1205 62768.58
4407.1705 62758.906
4407.2205 62750.2
4407.2705 61637.598
4407.3205 62065.668
4407.3705 62861.207
4407.4205 63143.707
4407.4705 62714.89
4407.5205 63463.76
4407.5705 62747.246
4407.6205 63034.547
4407.6705 62528.062
4407.7205 62606.477
4407.7705 62965.145
4407.8205 63950.273
4407.8705 62893.316
4407.9205 62199.684
4407.9705 63309.203
4408.0205 62390.51
4408.0705 62235.03
4408.1205 62949.71
4408.1706 62798.168
4408.2206 62059.945
4408.2706 62622.27
4408.3206 63170.12
4408.3706 62837.78
4408.4206 62843.715
4408.4706 63573.55
4408.5206 63102.3
4408.5706 63368.574
4408.6206 63970.426
4408.6706 63005.727
4408.7206 62025.246
4408.7706 62584.46
4408.8206 62293.324
4408.8706 62782.31
4408.9206 63104.26
4408.9706 62424.43
4409.0206 61738.336
4409.0706 61742.28
4409.1206 61749.59
4409.1706 62428.406
4409.2206 61822.527
4409.2706 62173.363
4409.3206 61175.246
4409.3706 61897.85
4409.4206 63006.414
4409.4706 62227.51
4409.5206 64214.723
4409.5706 62441.066
4409.6206 62132.19
4409.6706 63258.246
4409.7206 62578.336
4409.7707 63195.695
4409.8207 62601.23
4409.8707 61419.504
4409.9207 60469.793
4409.9707 59887.414
4410.0207 59911.53
4410.0707 60638.348
4410.1207 62771.027
4410.1707 61190.418
4410.2207 62691.617
4410.2707 62801.39
4410.3207 60973.38
4410.3707 62120.715
4410.4207 62070.016
4410.4707 62307.758
4410.5207 61632.88
4410.5707 63493.76
4410.6207 62479.184
4410.6707 63127.312
4410.7207 62629.92
4410.7707 61578.625
4410.8207 62127.688
4410.8707 63639.246
4410.9207 63266.883
4410.9707 62590.59
4411.0207 60997.6
4411.0707 59720.098
4411.1207 58454.215
4411.1707 57803.82
4411.2207 57862.47
4411.2707 58811.316
4411.3207 59513.066
4411.3707 59455.24
4411.4208 59416.598
4411.4708 58826.78
4411.5208 58118.766
4411.5708 59266.207
4411.6208 60583.586
4411.6708 61435.312
4411.7208 62914.37
4411.7708 63245.273
4411.8208 63253.402
4411.8708 63961.51
4411.9208 62046.22
4411.9708 61473.613
4412.0208 62769.465
4412.0708 62479.453
4412.1208 62815.105
4412.1708 63224.934
4412.2208 62808.15
4412.2708 61999.574
4412.3208 62074.44
4412.3708 62124.46
4412.4208 62349.918
4412.4708 63552.453
4412.5208 63564.42
4412.5708 62807.793
4412.6208 63804.42
4412.6708 63918.863
4412.7208 62940.117
4412.7708 62622.5
4412.8208 62907.848
4412.8708 63001.223
4412.9208 62169.027
4412.9708 62640.664
4413.0209 62297.793
4413.0709 62187.742
4413.1209 61520.04
4413.1709 61317.746
4413.2209 62026.566
4413.2709 62449.535
4413.3209 61441.566
4413.3709 61677.5
4413.4209 63064.008
4413.4709 62651.316
4413.5209 62605.58
4413.5709 61946.26
4413.6209 62494.945
4413.6709 62953.305
4413.7209 63187.12
4413.7709 63457.555
4413.8209 62637.066
4413.8709 62934.023
4413.9209 62928.168
4413.9709 62236.953
4414.0209 62843.812
4414.0709 62320.69
4414.1209 62965.727
4414.1709 62853.293
4414.2209 62676.9
4414.2709 62486.15
4414.3209 62767.46
4414.3709 62390.324
4414.4209 61421.41
4414.4709 61678.32
4414.5209 62366.387
4414.5709 62023.13
4414.6209 62036.168
4414.671 60841.56
4414.721 57803.39
4414.771 54120.727
4414.821 49737.2
4414.871 46800.63
4414.921 46455.223
4414.971 49587.285
4415.021 54641.043
4415.071 58532.4
4415.121 60425.703
4415.171 60832.004
4415.221 61799.777
4415.271 61803.355
4415.321 62850.355
4415.371 62501.164
4415.421 61971.883
4415.471 62300.66
4415.521 62766.527
4415.571 62914.418
4415.621 62623.83
4415.671 62363.44
4415.721 62025.84
4415.771 62302.816
4415.821 62891.28
4415.871 62243.24
4415.921 62597.324
4415.971 63211.16
4416.021 63190.7
4416.071 62532.22
4416.121 62564.258
4416.171 63027.742
4416.221 64684.12
4416.271 61607.637
4416.3211 61742.96
4416.3711 61500.082
4416.4211 62458.586
4416.4711 61786.14
4416.5211 62525.95
4416.5711 61061.42
4416.6211 61374.695
4416.6711 60637.086
4416.7211 59804.89
4416.7711 59452.64
4416.8211 56402.492
4416.8711 53060.375
4416.9211 51523.566
4416.9711 50235.367
4417.0211 50658.355
4417.0711 52712.543
4417.1211 56321.727
4417.1711 59506.254
4417.2211 61299.47
4417.2711 62206.094
4417.3211 62324.867
4417.3711 62024.73
4417.4211 61864.766
4417.4711 62138.508
4417.5211 62723.684
4417.5711 62472.855
4417.6211 62710.418
4417.6711 63093.06
4417.7211 62253.668
4417.7711 63194.793
4417.8211 62938.008
4417.8711 62102.605
4417.9212 62317.977
4417.9712 63160.598
4418.0212 63714.574
4418.0712 63430.31
4418.1212 62906.508
4418.1712 62393.895
4418.2212 60577.133
4418.2712 61528.906
4418.3212 62552.234
4418.3712 63550.684
4418.4212 62887.49
4418.4712 61776.75
4418.5212 61470.14
4418.5712 62209.305
4418.6212 62254.08
4418.6712 61889.83
4418.7212 61992.848
4418.7712 62845.36
4418.8212 62734.613
4418.8712 61928.13
4418.9212 62153.746
4418.9712 62795.285
4419.0212 62030.12
4419.0712 62478.2
4419.1212 62224.492
4419.1712 61405.15
4419.2212 63042.836
4419.2712 62299.906
4419.3212 61753.047
4419.3712 61483.65
4419.4212 60336.555
4419.4712 58642.453
4419.5212 56181.836
4419.5713 52489.902
4419.6213 53845.973
4419.6713 55890.453
4419.7213 59093.023
4419.7713 61141.73
4419.8213 62430.758
4419.8713 61973.348
4419.9213 62927.094
4419.9713 63077.23
4420.0213 62473.336
4420.0713 62098.785
4420.1213 62624.36
4420.1713 62792.81
4420.2213 63021.676
4420.2713 63211.57
4420.3213 62014.836
4420.3713 62044.363
4420.4213 62186.03
4420.4713 62954.543
4420.5213 62877.41
4420.5713 62247.055
4420.6213 62598.977
4420.6713 61591.535
4420.7213 62584.92
4420.7713 62488.83
4420.8213 62720.805
4420.8713 62173.67
4420.9213 62528.062
4420.9713 61857.047
4421.0213 62153.85
4421.0713 62481.76
4421.1213 62760.49
4421.1714 61865.344
4421.2214 62863.094
4421.2714 62134.32
4421.3214 62181.703
4421.3714 62538.355
4421.4214 62784.766
4421.4714 62186.918
4421.5214 62321.027
4421.5714 62814.22
4421.6214 63052.023
4421.6714 62362.004
4421.7214 62047.63
4421.7714 62387.707
4421.8214 62550.094
4421.8714 62639.324
4421.9214 62627.465
4421.9714 62512.773
4422.0214 62115.8
4422.0714 62168.96
4422.1214 61921.66
4422.1714 62701.848
4422.2214 62253.773
4422.2714 62449.88
4422.3214 62764.23
4422.3714 63708.344
4422.4214 61451.168
4422.4714 62872.445
4422.5214 62517.434
4422.5714 62570.402
4422.6214 63484.273
4422.6714 62665.117
4422.7214 62159.89
4422.7714 61530.133
4422.8215 62024.316
4422.8715 62809.06
4422.9215 62802.58
4422.9715 62432.85
4423.0215 62998.406
4423.0715 62103.992
4423.1215 62092.812
4423.1715 63784.17
4423.2215 61715.68
4423.2715 63323.133
4423.3215 63029.805
4423.3715 62028.047
4423.4215 62177.957
4423.4715 62131.336
4423.5215 61724.027
4423.5715 61809.695
4423.6215 62517.17
4423.6715 62464.516
4423.7215 62595.273
4423.7715 61732.258
4423.8215 62378.19
4423.8715 62966.86
4423.9215 60931.605
4423.9715 62543.496
4424.0215 62745.633
4424.0715 63215.105
4424.1215 62934.605
4424.1715 63175.074
4424.2215 62234.418
4424.2715 61902.44
4424.3215 63097.895
4424.3715 63093.223
4424.4215 62576.793
4424.4716 62760.0
4424.5216 62506.688
4424.5716 62467.22
4424.6216 61638.15
4424.6716 62556.77
4424.7216 61627.89
4424.7716 62038.938
4424.8216 61338.27
4424.8716 62412.375
4424.9216 62464.566
4424.9716 63132.94
4425.0216 62867.93
4425.0716 62048.473
4425.1216 62115.223
4425.1716 62383.66
4425.2216 61262.68
4425.2716 62325.227
4425.3216 62661.75
4425.3716 61893.68
4425.4216 62279.9
4425.4716 62599.13
4425.5216 61212.168
4425.5716 62550.6
4425.6216 62508.344
4425.6716 61043.48
4425.7216 61222.816
4425.7716 61742.043
4425.8216 61762.293
4425.8716 59609.203
4425.9216 58628.254
4425.9716 58118.38
4426.0216 56682.0
4426.0717 58647.574
4426.1217 60197.184
4426.1717 61063.35
4426.2217 61404.203
4426.2717 61609.99
4426.3217 61819.664
4426.3717 61662.934
4426.4217 61106.58
4426.4717 60716.31
4426.5217 61673.188
4426.5717 62792.984
4426.6217 62597.375
4426.6717 62671.3
4426.7217 62507.547
4426.7717 61677.223
4426.8217 62052.746
4426.8717 62092.637
4426.9217 62676.555
4426.9717 61582.21
4427.0217 61876.707
4427.0717 62222.39
4427.1217 58530.105
4427.1717 60130.164
4427.2217 60516.42
4427.2717 60598.562
4427.3217 61208.14
4427.3717 60618.023
4427.4217 61678.03
4427.4717 61809.645
4427.5217 61754.26
4427.5717 62079.117
4427.6217 61641.11
4427.6717 61787.49
4427.7218 62770.97
4427.7718 62442.46
4427.8218 62146.367
4427.8718 61788.85
4427.9218 61318.25
4427.9718 61185.266
4428.0218 60812.098
4428.0718 61555.523
4428.1218 61800.688
4428.1718 63849.785
4428.2218 62738.664
4428.2718 61971.316
4428.3218 62321.668
4428.3718 62510.066
4428.4218 61891.523
4428.4718 61886.773
4428.5218 62317.08
4428.5718 60913.016
4428.6218 62289.758
4428.6718 62148.59
4428.7218 61955.375
4428.7718 62884.125
4428.8218 63047.195
4428.8718 63119.848
4428.9218 62064.56
4428.9718 61705.895
4429.0218 62253.195
4429.0718 62513.195
4429.1218 61930.355
4429.1718 62067.95
4429.2218 62779.746
4429.2718 62075.11
4429.3219 62371.812
4429.3719 62389.266
4429.4219 62579.766
4429.4719 61974.438
4429.5219 61683.992
4429.5719 61769.47
4429.6219 61485.45
4429.6719 61878.14
4429.7219 62768.566
4429.7719 63059.17
4429.8219 61773.965
4429.8719 61397.48
4429.9219 61434.145
4429.9719 62412.71
4430.0219 62816.387
4430.0719 62448.242
4430.1219 60662.426
4430.1719 59801.63
4430.2219 59695.664
4430.2719 60278.77
4430.3219 60714.69
4430.3719 62191.17
4430.4219 61801.54
4430.4719 62568.35
4430.5219 61845.117
4430.5719 62009.17
4430.6219 62915.1
4430.6719 63125.695
4430.7219 63024.445
4430.7719 62774.234
4430.8219 62422.406
4430.8719 59723.664
4430.9219 57448.96
4430.972 56987.016
4431.022 57135.027
4431.072 57538.02
4431.122 59724.508
4431.172 60637.246
4431.222 62080.543
4431.272 63405.277
4431.322 62613.434
4431.372 62561.703
4431.422 62224.234
4431.472 62472.2
4431.522 62592.152
4431.572 62527.934
4431.622 62332.816
4431.672 60935.285
4431.722 61162.496
4431.772 63151.01
4431.822 61875.883
4431.872 62970.402
4431.922 62242.5
4431.972 61428.605
4432.022 61653.17
4432.072 62314.34
4432.122 63755.363
4432.172 63394.105
4432.222 62450.12
4432.272 62022.785
4432.322 62652.285
4432.372 62238.395
4432.422 62940.203
4432.472 63000.023
4432.522 62714.543
4432.5721 61055.754
4432.6221 59535.63
4432.6721 58624.13
4432.7221 58240.945
4432.7721 58699.074
4432.8221 60023.97
4432.8721 60951.48
4432.9221 60755.094
4432.9721 63663.523
4433.0221 63223.453
4433.0721 62852.785
4433.1221 62804.92
4433.1721 63166.12
4433.2221 62961.535
4433.2721 63064.613
4433.3221 59881.59
4433.3721 59248.23
4433.4221 61091.074
4433.4721 61009.223
4433.5221 60981.16
4433.5721 61215.02
4433.6221 61650.035
4433.6721 62722.996
4433.7221 63032.18
4433.7721 62372.09
4433.8221 62534.875
4433.8721 61461.586
4433.9221 60724.69
4433.9721 61401.617
4434.0221 61715.023
4434.0721 61659.85
4434.1221 62740.355
4434.1721 62777.215
4434.2222 62894.086
4434.2722 62905.23
4434.3222 63571.855
4434.3722 62570.09
4434.4222 63520.418
4434.4722 63349.867
4434.5222 62590.074
4434.5722 62245.434
4434.6222 62464.934
4434.6722 62293.035
4434.7222 63988.81
4434.7722 63368.2
4434.8222 62542.445
4434.8722 63481.27
4434.9222 63457.465
4434.9722 63119.543
4435.0222 62682.91
4435.0722 62939.08
4435.1222 63021.395
4435.1722 63111.12
4435.2222 63046.61
4435.2722 62697.133
4435.3222 62548.605
4435.3722 62079.496
4435.4222 61613.242
4435.4722 62750.367
4435.5222 62182.176
4435.5722 61664.945
4435.6222 63083.484
4435.6722 62582.867
4435.7222 62363.855
4435.7722 62873.562
4435.8222 62531.977
4435.8723 62805.773
4435.9223 62891.734
4435.9723 63389.63
4436.0223 62305.55
4436.0723 63733.11
4436.1223 63200.81
4436.1723 62967.363
4436.2223 63145.11
4436.2723 63451.324
4436.3223 62052.953
4436.3723 61989.055
4436.4223 61949.348
4436.4723 62088.44
4436.5223 62006.688
4436.5723 61846.082
4436.6223 61752.094
4436.6723 62215.117
4436.7223 62376.016
4436.7723 62358.723
4436.8223 62284.355
4436.8723 61929.363
4436.9223 60876.25
4436.9723 62195.598
4437.0223 61819.34
4437.0723 61803.293
4437.1223 62483.883
4437.1723 60833.7
4437.2223 60687.273
4437.2723 59594.312
4437.3223 57623.402
4437.3723 55151.957
4437.4223 51906.227
4437.4724 48777.477
4437.5224 46405.78
4437.5724 45810.6
4437.6224 46911.727
4437.6724 48337.41
4437.7224 51234.45
4437.7724 53625.67
4437.8224 56256.082
4437.8724 58530.336
4437.9224 60078.08
4437.9724 60108.4
4438.0224 61242.715
4438.0724 62429.45
4438.1224 62739.027
4438.1724 62514.37
4438.2224 62241.145
4438.2724 62426.76
4438.3224 62749.285
4438.3724 62262.363
4438.4224 62895.688
4438.4724 63230.2
4438.5224 63145.383
4438.5724 62014.17
4438.6224 62913.164
4438.6724 62054.754
